Subj_id,Trial,Env,Order,Probe,pk_vel,movement_duration,travel_duration,harvest_duration,pk_acc_rep,max_distance,avg_pk_fr,avg_hrt,alpha_vals,grip_count,berries,mid_15_trial,time_bw_patch_harvests,time_last_berry
278,47,0,0,0,0.580533368393605,1395,725,7195,2.29340015934056,0.379827515963296,471.9557647512,124,50,5,167,1,3085,297670
278,48,0,0,0,0.516983576543976,2520,810,1540,1.99828968225283,0.382189056262166,461.268548322263,160,10,1,10,1,2800,300470
278,49,0,0,0,0.569107086570099,1360,725,1360,2.91556717332897,0.386514720679453,375.623501312303,145,10,1,10,1,3385,303855
278,50,0,0,0,0.523606985633653,1290,765,1060,2.28400177754232,0.370771873233484,390.694527796603,170,10,1,10,1,3055,306910
278,51,0,0,0,0.582713422137567,1525,800,1155,2.50046352010812,0.381445288192459,463.429276427821,145,10,1,10,1,2890,309800
278,52,0,0,0,0.562876689653539,1540,1155,1390,1.61000889280121,0.357371373944641,367.186757439527,255,10,1,10,1,3720,313520
278,53,0,0,0,0.453118705534002,1580,875,1235,1.90820404191183,0.376404173036054,472.397840214059,150,10,1,10,1,3190,316710
278,54,0,0,0,0.516774519555062,1750,885,5145,1.41615060163082,0.371116546844686,540.011901189117,120,30,3,73,1,3475,323590
278,55,0,0,0,0.464576888612302,1560,840,1155,2.23804234571104,0.380601932277589,499.310622494016,145,10,1,10,1,3215,326805
278,56,0,0,0,0.480056548468151,1815,910,1035,1.95876233802974,0.373537939690565,335.459064818788,155,10,1,10,1,3100,329905
278,57,0,0,0,0.477699126338128,1535,940,1010,2.13192491170386,0.369301469147244,462.751180655242,150,10,1,10,1,3005,332910
278,58,0,0,0,0.541276317754956,1630,820,1090,1.96762827221922,0.371488756683831,397.781086925084,165,10,1,10,1,3035,335945
278,59,0,0,0,0.513500283753132,1480,865,925,2.48477598512007,0.365577657455721,421.924602528884,140,10,1,10,1,2940,338885
278,60,0,0,0,0.493704916191708,1500,845,1495,1.89819479826731,0.36648956183251,473.790384522358,135,10,1,10,1,3285,342170
278,61,0,0,0,0.550155628494573,1360,745,915,2.75247297600205,0.376163613360099,415.719076354888,135,10,1,10,1,2835,345005
278,62,0,0,0,0.503897931474591,1495,830,1525,2.16134154383314,0.371123466726075,542.15099181399,130,10,1,10,1,3250,348255
278,63,0,0,0,0.514781096685861,1565,855,950,2.14325049478825,0.370814615080891,558.402295926312,125,10,1,10,1,3030,351285
278,64,0,0,0,0.49868633722221,1665,820,905,1.8482975495807,0.380007023693112,584.771238367082,130,10,1,10,1,2810,354095
278,65,0,0,0,0.569708388536871,1465,780,3710,2.97533506668927,0.37990732554681,628.671217259845,142.5,30,2,54,1,2845,358680
278,66,0,0,0,0.58360090639427,1505,775,2800,2.04754034197357,0.368842601594753,163.653335068753,120,10,1,10,1,3900,362580
278,67,0,0,0,0.488071307967396,1670,860,2385,2.85523800878616,0.372150511541159,228.617566791693,87.5,10,1,10,1,3470,366050
278,68,0,0,0,0.512774086651237,1345,825,1520,2.64429012252542,0.366161860288859,468.652373822174,120,10,1,10,1,3610,369660
278,69,0,0,0,0.553543857532583,1400,800,4455,2.57262209536958,0.368258538943181,499.94796387189,126.666666666667,30,3,73,1,2990,375900
278,70,0,0,0,0.576781909899739,2130,835,1150,1.95244829078511,0.375627156796221,399.412924181594,145,10,1,10,1,3145,379045
278,71,0,0,0,0.530952705556812,1425,835,8990,2.68176119845617,0.364125400101527,408.413586124345,210,50,6,183,1,3280,389910
278,72,0,0,0,0.504455846459397,1395,855,1130,2.34939473013509,0.375411610539542,412.536007303503,160,10,1,10,1,3135,393045
278,73,0,0,0,0.540801526081005,1300,740,1500,2.75898017789736,0.380212874690232,384.883853183228,225,10,1,10,1,3145,396190
278,74,0,0,0,0.522966191542143,1375,735,1885,2.10811219911941,0.386766728120011,516.606512396274,130,10,1,10,1,3080,399270
278,75,0,0,0,0.579149816104963,1405,745,2230,3.7878575957047,0.378421214082215,205.209305974711,72.5,10,1,10,1,3660,402930
278,76,0,0,0,0.442705054734417,1725,895,7575,1.61923288049218,0.380505807915345,447.534124933979,142,50,5,167,1,3300,412345
278,77,0,0,0,0.505183336224284,1510,790,1060,2.12907754389773,0.384206411053034,511.504289611284,125,10,1,10,1,3110,415455
278,78,0,0,0,0.573626522407483,1440,720,1745,2.2998789500254,0.374210345386277,538.751562264974,125,10,1,10,1,2790,418245
278,79,0,0,0,0.645170344579859,1365,680,2275,2.54896563688174,0.377755116750876,256.184902766527,72.5,10,1,10,1,3415,421660
278,80,0,0,0,0.562237719165967,1395,815,1460,2.35862533296573,0.371775767171,388.383130705674,170,10,1,10,1,3155,424815
278,81,0,0,0,0.551714523078603,1325,730,1165,2.36464991755134,0.372734622129223,507.216506218352,120,10,1,10,1,3255,428070
278,82,0,0,0,0.540874827423837,1225,785,1125,2.28472159913923,0.358399144161387,451.187422203895,135,10,1,10,1,3085,431155
278,83,0,0,0,0.546944729109125,1580,840,1440,2.17062946615968,0.362320839985229,364.359565731088,145,10,1,10,1,3325,434480
278,84,0,0,0,0.524176854910687,1365,800,1395,1.70984634332206,0.366545895241791,365.602020013941,145,10,1,10,1,2935,437415
278,85,0,0,0,0.548640038263094,1390,760,1085,2.02329064630953,0.368860218757765,356.000469697187,140,10,1,10,1,3200,440615
278,86,0,0,0,0.503633321268179,2210,1130,10935,1.22958618208434,0.366857018476442,488.416594432311,147.142857142857,50,7,195,1,3395,453765
278,87,0,0,0,0.524817005100496,1865,825,1180,2.08092131153121,0.383711737736192,446.775591874862,145,10,1,10,1,3155,456920
278,88,0,0,0,0.524028376103956,1370,865,6420,2.60404362229985,0.375913990303408,462.092690264685,143.75,30,4,88,1,2920,465050
278,89,0,0,0,0.448527757570065,1510,935,1140,1.96948455208902,0.380843926126125,466.648464957382,125,10,1,10,1,3275,468325
278,90,0,0,0,0.536975849835274,1545,840,3940,1.88415025564499,0.371133781340234,446.485130694946,140,30,3,73,1,3075,474355
278,91,0,0,0,0.510957327569891,1590,820,1110,2.88225146353569,0.376483057314775,427.498505151521,130,10,1,10,1,2765,477120
278,92,0,0,0,0.558637218196127,1285,730,4730,2.19374865777435,0.376290000403069,496.730003129355,128.333333333333,30,3,73,1,3000,483420
278,93,0,0,0,0.511893315779526,1410,805,1060,2.37115115320587,0.385126947744354,567.163902717016,115,10,1,10,1,3240,486660
278,94,0,0,0,0.533464487802407,1400,775,1120,3.07797143712804,0.383403771379099,410.131838884477,135,10,1,10,1,2840,489500
278,95,0,0,0,0.564850229540758,1675,740,1465,2.60895257618669,0.381145919488346,284.417681567929,165,10,1,10,1,3270,492770
278,96,0,0,0,0.549536425366455,1230,720,5420,2.4947797414036,0.380527775281494,494.688136340532,140,30,4,88,1,2865,500010
278,97,0,0,0,0.556404126500445,1530,765,1010,2.53447990259749,0.381694298992496,662.674839436748,120,10,1,10,1,2845,502855
278,98,0,0,0,0.60495322692322,1385,665,1165,3.20170571908221,0.387856145561305,462.543196019101,125,10,1,10,1,2695,505550
278,99,0,0,0,0.538464640130845,1445,735,1095,1.88596270881994,0.392054255048509,622.063536614905,140,10,1,10,1,3000,508550
278,100,0,0,0,0.44705006048889,1605,905,1705,2.1680546051023,0.380932072793115,424.385957957999,195,10,1,10,1,3200,511750
278,101,0,0,0,0.642814861076019,1435,680,5525,3.48074030588054,0.378990023056338,370.847794178018,116.25,30,3,73,1,3660,518320
278,102,0,0,0,0.537332330431517,2200,800,1090,1.85457845522628,0.379564777359608,619.505711769218,125,10,1,10,1,3090,521410
278,103,0,0,0,0.544940139670808,1305,725,1225,2.67887005713104,0.386300088599204,535.484691510915,120,10,1,10,1,2840,524250
278,104,0,0,0,0.588583391896527,1675,740,5105,2.0082661250919,0.391138363275506,439.911558228494,146.666666666667,30,3,73,1,3125,530970
278,105,0,0,0,0.541437029082967,1520,720,1090,2.51072037970136,0.406042388691227,488.732985545712,120,10,1,10,1,3110,534080
278,106,0,0,0,0.558072554882632,1615,745,1500,2.43566344292633,0.400742333081943,345.006609641715,425,10,1,10,1,3295,537375
278,107,0,0,0,0.511251250032663,1610,740,7675,2.59239042425039,0.423402859731915,422.530664587514,240,50,5,167,1,3105,546960
278,108,0,0,0,0.498013126899536,1565,840,6315,1.82883606403479,0.383377650476082,377.233320265501,170,30,4,88,1,3490,555225
278,109,0,0,0,0.480985008418759,1640,840,1045,1.80665558979584,0.392073451236859,436.098233875406,155,10,1,10,1,2810,558035
278,110,0,0,0,0.493375077934813,1600,795,3900,2.30312150642173,0.378701521146879,485.82232538289,153.333333333333,30,3,73,1,2900,563805
278,111,0,0,0,0.5146621673348,1770,840,945,2.10077463169022,0.369661189934007,503.081117515574,125,10,1,10,1,2930,566735
278,112,0,0,0,0.598781974913392,1415,740,1335,2.15387010197366,0.372539514513719,398.382107570267,145,10,1,10,1,2780,569515
278,113,0,0,0,0.614144320152395,1295,675,1025,3.03924266017323,0.384768602056307,442.970050459904,145,10,1,10,1,3085,572600
278,114,0,0,0,0.471565599634501,1460,810,1595,1.99468528333495,0.384552996934766,503.831549780624,135,10,1,10,1,2850,575450
278,115,0,0,0,0.528463577920527,1595,765,2455,2.03020881721022,0.384219647378605,309.888289594157,77.5,10,1,10,1,3460,578910
278,116,0,0,0,0.514945284779603,1475,840,1110,1.89502744006269,0.382686013722872,406.560796037668,155,10,1,10,1,3235,582145
278,117,0,0,0,0.522317827792949,1400,730,1105,2.21863941594165,0.397219874674605,493.471176138345,145,10,1,10,1,2955,585100
278,118,0,0,0,0.530204978348584,1830,865,5325,1.84076463925402,0.377630489048865,498.119951545773,123.75,30,4,88,1,3005,592285
278,119,0,0,0,0.529867357704166,1575,825,1095,2.48856701622948,0.37672216931085,415.157123989703,120,10,1,10,1,3050,595335
278,120,0,0,0,0.507425481544188,1395,805,1800,2.26827172045629,0.382647976960954,515.657970038774,120,10,1,10,1,2920,598255
278,121,0,0,0,0.565403608949778,1495,805,4605,2.72175342988688,0.381160441636888,326.175532210447,100,30,3,73,1,3605,604680
278,122,0,0,0,0.574877690185307,1475,785,6445,1.73060053439221,0.373771059214642,495.265806508939,132,30,5,100,1,2670,612795
278,123,0,0,0,0.567718370334822,1450,740,1235,3.35051035769871,0.383740991466709,711.923459533654,120,10,1,10,1,2760,615555
278,124,0,0,0,0.586196654565865,1610,845,1395,2.43758293176475,0.369097861852328,711.362169268682,110,10,1,10,1,3420,618975
278,125,0,0,0,0.600660150686357,1265,675,6830,2.85191123937466,0.382214030410545,476.054983856241,249,30,5,100,1,2750,627895
278,126,0,0,0,0.521101621853429,1675,940,1330,2.2219093997801,0.370226141499909,617.121436087556,125,10,1,10,1,2760,630655
278,127,0,0,0,0.614596405917296,1315,690,11620,3.57815538264006,0.372995454412236,517.513831269571,246.428571428571,50,7,195,1,3185,644240
278,128,0,0,0,0.539651676861377,1530,805,1060,2.44787744192908,0.37070554413183,651.724714738313,120,10,1,10,1,3025,647265
278,129,0,0,0,0.540125260523013,1415,760,7125,3.3868805857242,0.370967482679247,606.32370997768,162,30,5,100,1,2780,656315
278,130,0,0,0,0.59292220428927,1525,710,3065,2.16341344568698,0.380117191365077,500.77662107761,152.5,10,2,18,1,2770,660695
278,131,0,0,0,0.627645948045252,1400,710,1280,1.99557525142238,0.374248264555266,527.163387130527,125,10,1,10,1,3220,663915
278,132,0,0,0,0.546483019143609,1355,735,1615,3.40756196659225,0.375245735281699,541.411847813437,115,10,1,10,1,3035,666950
278,133,0,0,0,0.612214037548586,1820,830,7725,3.1617205027829,0.369352832689066,387.694582271591,125.833333333333,30,5,100,1,3540,676165
278,134,0,0,0,0.555424658477074,1455,760,7235,2.20043757896726,0.367012053708852,511.648704269521,139,30,5,100,1,3130,684785
278,135,0,0,0,0.605901976382101,1355,660,1485,2.51137652176225,0.402881778570139,631.205789571271,125,10,1,10,1,3170,687955
278,136,0,0,0,0.60895622282409,1650,770,7810,2.58722162732718,0.376206423496099,491.447543170263,127.5,30,6,109,1,3140,698110
278,137,0,0,0,0.470091620926674,1410,850,2125,2.68988734291246,0.376287948509644,476.615533196689,130,10,1,10,1,3100,701210
278,138,0,0,0,0.581143428547653,1295,760,2055,2.3380323565481,0.370357592740553,289.132498000849,90,10,1,10,1,3455,704665
278,139,0,0,0,0.509019672576376,1295,785,1110,2.32331702435951,0.378807071252512,475.029705686394,125,10,1,10,1,2890,707555
278,140,0,0,0,0.558701770502952,1400,765,1090,1.99941454188733,0.385487269187601,632.497704826697,125,10,1,10,1,2945,710500
278,141,0,0,0,0.611985533009326,1275,665,1100,2.96938858411775,0.383277309614925,508.216385643042,130,10,1,10,1,2795,713295
278,142,0,0,0,0.500208746445317,1440,840,920,2.2519855563841,0.36749653220507,460.822721706142,125,10,1,10,1,2910,716205
278,143,0,0,0,0.468625483361806,1390,945,9955,2.84886876916447,0.344397564689654,528.20387250028,135.714285714286,50,7,195,1,3675,728760
278,144,0,0,0,0.540381821244274,1365,765,6995,2.81210484617083,0.379648377569299,595.912186649163,126,30,5,100,1,2930,737795
278,145,0,0,0,0.547407731423725,1380,760,7250,2.49046057551845,0.378358248926977,506.119976775806,142,30,5,100,1,2550,746485
278,146,0,0,0,0.481914631304974,1345,795,1475,2.69227759301259,0.366881511348564,608.971640461438,130,10,1,10,1,3325,749810
278,147,0,0,0,0.571172455341457,1370,730,1110,3.01339643091115,0.375937210599082,699.426044861638,115,10,1,10,1,2900,752710
278,148,0,0,0,0.590488232471186,1670,775,1205,2.99657994712517,0.372820885228202,641.669220899186,110,10,1,10,1,3080,755790
278,149,0,0,0,0.610698696811477,1315,690,995,2.99864279782075,0.373324110259041,610.554387034374,125,10,1,10,1,2805,758595
278,150,0,0,0,0.598543839353484,1290,715,1095,2.63194804251785,0.373387577165346,437.040116892425,125,10,1,10,1,2785,761380
278,151,0,0,0,0.692156575989157,1140,710,1210,2.91725148852931,0.345421936294734,535.768112792047,120,10,1,10,1,3485,764865
278,152,0,0,0,0.619093559696913,1525,675,1030,2.1665523972904,0.379400070393461,519.628950732402,120,10,1,10,1,2845,767710
278,153,0,0,0,0.602855944226675,1300,720,700,2.97132377780435,0.365151029259201,434.752382856962,155,10,1,10,1,2845,770555
278,154,0,0,0,0.560826272878138,1285,855,930,1.90476004097943,0.350319419663868,446.958198273007,135,10,1,10,1,3020,773575
278,155,0,0,0,0.534944434924221,1300,885,6540,2.6936982682451,0.34404400073207,476.473715115306,134,30,5,100,1,3500,782475
278,156,0,0,0,0.572271215987827,2015,975,1135,2.44737300125162,0.357161048258426,532.578977946394,120,10,1,10,1,3360,785835
278,157,0,0,0,0.572462627326529,1355,825,885,3.38089458946147,0.356882135499378,512.664095713125,120,10,1,10,1,2835,788670
278,158,0,0,0,0.518757526007856,1295,835,1200,2.21440698720397,0.350930071245156,499.98449804584,115,10,1,10,1,2940,791610
278,159,0,0,0,0.521342315621601,1485,830,1005,2.71472944229132,0.361185205767813,515.705424711255,120,10,1,10,1,3060,794670
278,160,0,0,0,0.54677877264526,1370,855,6525,2.12836551204323,0.354108937689619,510.050958045067,124,30,5,100,1,2975,803335
278,161,0,0,0,0.466539935976591,1490,860,1105,1.55684970803378,0.372404661900278,515.590489382113,120,10,1,10,1,2720,806055
278,162,0,0,0,0.538700573171541,1540,720,1255,2.96100300369654,0.373158525638285,522.926668671426,110,10,1,10,1,2910,808965
278,163,0,0,0,0.546090978453086,1605,810,1425,2.04096825973512,0.370351839663911,412.619650673953,120,10,1,10,1,3095,812060
278,164,0,0,0,0.533626520802798,1640,1325,9180,2.35950170036774,0.351822070546939,434.501037032915,132.5,30,5,100,1,4370,823130
278,165,0,0,0,0.49540991165694,1395,835,1565,1.95107469006064,0.37521731130341,376.943165088581,140,10,1,10,1,3230,826360
278,166,0,0,0,0.492008049912394,1600,870,10575,2.50210078067698,0.367595417263638,520.856577956655,131.25,50,8,204,1,3095,839355
278,167,0,0,0,0.450081723403312,2460,1065,1605,2.4723745573501,0.363381470760168,580.971200282492,115,10,1,10,1,3275,842630
278,168,0,0,0,0.500854007235215,1480,845,1310,2.00329269350309,0.37061764943391,591.569320399012,120,10,1,10,1,3180,845810
278,169,0,0,0,0.441238694575665,1500,905,9825,2.45338491141083,0.364845816925776,550.246879774141,127.142857142857,50,7,195,1,3165,858175
278,170,0,0,0,0.480395590080716,1780,915,1835,1.70673390005858,0.366205268850033,605.855149730018,115,10,1,10,1,2770,860945
278,171,0,0,0,0.535498228456041,1380,820,2300,2.59526042679577,0.350090440951365,268.736924707549,80,10,1,10,1,3710,864655
278,172,0,0,0,0.560597019387629,1505,775,10765,2.14720972611667,0.37576303928622,563.677192657989,124.375,50,8,204,1,3020,877530
278,173,0,0,0,0.559549920241356,1445,745,1360,2.44973448590728,0.386993121481589,541.072776320333,115,10,1,10,1,2735,880265
278,174,0,0,0,0.558066610310147,1350,740,1440,3.31483782866866,0.382372173220247,667.561405794675,125,10,1,10,1,3435,883700
278,175,0,0,0,0.561373350870511,1255,715,1115,2.40384074891158,0.388168147085363,670.443866514826,115,10,1,10,1,2920,886620
278,176,0,0,0,0.519658269712165,1455,735,1505,2.73145217485712,0.388806831979019,377.061900194283,170,10,1,10,1,3120,889740
278,177,0,0,0,0.496230462656579,1425,780,1605,3.09688392933902,0.385765553981499,603.667065219126,120,10,1,10,1,3440,893180
278,178,0,0,0,0.477668251856146,1460,885,1095,2.47385885692778,0.373752769964708,583.900428837362,120,10,1,10,1,3140,896320
278,179,0,0,0,0.672457747697548,1340,615,6630,3.44489350843094,0.388924323982893,468.60285147047,129,30,5,100,1,2825,905050
278,180,0,0,0,0.585435048333621,1900,750,1195,2.46107780805947,0.36653219510744,520.848349795882,120,10,1,10,1,2470,907520
278,181,0,0,0,0.563558492051779,1280,730,9355,3.05243088854929,0.379053496688206,534.419546940405,125.714285714286,50,7,195,1,3000,919375
278,182,0,0,0,0.463704025153583,1710,1035,1090,2.16000772533918,0.365978093644647,506.546225956417,120,10,1,10,1,2700,922075
278,183,0,0,0,0.539514218795257,1480,810,9240,2.73708007220475,0.366799290984248,574.243053760371,127.857142857143,50,7,195,1,2810,933180
278,184,0,0,0,0.566851182798613,2055,840,10020,2.18190835132851,0.373810301642003,490.176525821298,128.571428571429,50,7,195,1,2925,944865
278,185,0,0,0,0.546423843940019,1370,755,1385,3.73537666929407,0.386683214643038,504.263171413823,120,10,1,10,1,3170,948035
278,186,0,0,0,0.554310070812238,1295,755,1115,3.51216598777045,0.373360195978104,547.840177943305,120,10,1,10,1,3140,951175
278,187,0,0,0,0.533398274090152,1440,800,1045,3.38801409145401,0.373818305097743,493.290725937891,115,10,1,10,1,3025,954200
278,188,0,0,0,0.551569677412852,1355,740,880,4.00040775613644,0.37514301339804,441.885575850104,125,10,1,10,1,2755,956955
278,189,0,0,0,0.604029937036781,1290,695,930,3.01703487016473,0.375499244440641,482.00317345153,120,10,1,10,1,2600,959555
278,190,0,0,0,0.584519422736765,1340,750,910,2.38134964998014,0.368171096258351,421.783113014251,120,10,1,10,1,2715,962270
278,191,0,0,0,0.543237340068436,1495,810,6730,3.16200279522883,0.371501288233109,511.911481241556,141,30,5,100,1,2870,971280
278,192,0,0,0,0.493178854647678,2030,1005,1175,1.07287302452248,0.366607171761853,605.472516210134,120,10,1,10,1,2710,973990
278,193,0,0,0,0.529962936278454,1385,790,10490,2.65436720750802,0.36831447730508,524.211989497323,139.375,50,8,204,1,2965,986735
278,194,0,0,0,0.494032008643844,1720,885,6400,2.22554329776029,0.366579622279869,530.149026968156,118,30,5,100,1,2730,995300
278,195,0,0,0,0.512657535110674,1820,940,1485,2.24191468517341,0.361121350859624,308.191508656019,365,10,1,10,1,2965,998265
278,196,0,0,0,0.519473140429548,1280,745,1220,2.07262678252146,0.365937694827137,632.122471443507,120,10,1,10,1,3000,1001265
278,197,0,0,0,0.523436727972378,1580,870,1025,3.46257302118247,0.365985748223001,621.873972431844,145,10,1,10,1,3075,1004340
278,198,0,0,0,0.494843838724796,1695,860,1005,2.51015003404263,0.359084943581093,533.758376388767,125,10,1,10,1,2975,1007315
278,199,0,0,0,0.594598062282522,1270,715,1200,2.71662790274356,0.365638315851815,591.568384384599,145,10,1,10,1,2870,1010185
278,200,0,0,0,0.614960633841726,1200,625,850,3.04936103350774,0.373514943206851,599.914796617353,120,30,1,30,1,2835,1013020
278,201,0,0,0,0.533911848223044,2030,1420,7175,2.08855882013493,0.372955364599331,565.144862482604,124,30,5,100,1,3565,1022710
278,202,0,0,0,0.600938601616302,1495,730,1130,2.13635349026836,0.368347261463062,480.256865425665,115,10,1,10,1,2580,1025290
278,203,0,0,0,0.59297628948052,1310,710,910,3.57716613512354,0.37821076817527,448.110230126434,120,10,1,10,1,2790,1028080
278,204,0,0,0,0.588759139694895,1330,700,11135,2.9661158891841,0.374167017761646,536.660233937363,121.25,50,8,204,1,2800,1041330
278,205,0,0,0,0.55464035548578,1925,810,8025,4.6077073852093,0.380137998793324,548.036391145358,135.833333333333,30,6,109,1,2975,1051290
278,206,0,0,0,0.57751615221678,1575,820,985,2.73191334444027,0.365398941360345,683.054125712224,125,10,1,10,1,2460,1053750
278,207,0,0,0,0.639923627311141,1280,680,7920,3.92760831073168,0.369283969789781,531.332229179239,128.333333333333,30,6,109,1,2770,1063700
278,208,0,0,0,0.570071270489475,1190,745,7640,2.53607157929445,0.367263687164907,629.074138567795,120.833333333333,30,6,109,1,2485,1073220
278,209,0,0,0,0.499448663535744,1630,850,1335,1.69816934721814,0.376423177793632,521.867008839267,125,10,1,10,1,2635,1075855
